video_id,manual_cover_text,caption,topic_tag,first_level_category_id,first_level_category_name,second_level_category_id,second_level_category_name,third_level_category_id,third_level_category_name
858,一拍即合散粉变装🎧,Biubiu～可爱奶奶😋,[拍散粉变装],11,生活,702,国内生活,-124,UNKNOWN
859,UNKNOWN,挖掘机要拆除羊圈 老羊靠自己的力量奋力反抗 ,[],17,宠物,-124,UNKNOWN,-124,UNKNOWN
860,携手莹莹月半弯💗,还想看我和莹莹一起跳什么舞蹈呀😉评论在下面吧👇 配合：@莹咩咩🌟（新剧🔥）(O1820143050) #月半弯 #爱官方爱热门  ,"[月半弯,爱官方爱热门]",1,舞蹈,723,舞蹈日常,-124,UNKNOWN
861,UNKNOWN,惊了！“俄军坦克开出了潜艇的感觉”,[],28,民生资讯,-124,UNKNOWN,-124,UNKNOWN
862,UNKNOWN,#支持快手传播正能量#感谢快手我要上热门#商家号邀新赚流量#快手创作者中心#主播中心 ,"[主播中心,商家号邀新赚流量,支持快手传播正能量]",-124,UNKNOWN,-124,UNKNOWN,-124,UNKNOWN
863,UNKNOWN,#记录我的生活 #感谢官方感谢关注感谢老铁们的支持 #,"[感谢官方感谢关注感谢老铁们的支持,记录我的生活]",25,亲子,235,晒娃,1272,4至12岁萌娃
864,C'est la vie,酸甜苦乐，这就是人生。 #励志 #主播中心 #快手创作者中心 #电影推荐 #英语,"[主播中心,励志,快手创作者中心,电影推荐,英语]",39,影视综,-124,UNKNOWN,-124,UNKNOWN
865,UNKNOWN,总会有个人不带任何杂念来到你身边.             🔍 @可爱颖颖ouo(O53118189),[],8,颜值,672,摆拍卡点,-124,UNKNOWN
866,UNKNOWN,,[],32,短剧,-124,UNKNOWN,-124,UNKNOWN
867,UNKNOWN,各位宝妈要注意了，想要孩子身高好，这6种垃圾食品让孩子少吃！ #快手创作者服务中心  #主播中心  #快手创作者中心  #健康科普在快手 ,"[主播中心,健康科普在快手,快手创作者中心,快手创作者服务中心]",25,亲子,214,育儿,1987,育儿健康知识
868,UNKNOWN,🌈🤔👌👍,[],34,其他,-124,UNKNOWN,-124,UNKNOWN
869,UNKNOWN,别TM了，有病就医没就赚失恋52再去找心情不好就去旅行，整天丧什么丧，谁没有点不堪的样子，都给我开心点 #热爱快手热爱官方我要上热门 #主播中心 #快手创作者服务中心 #同城热点 #感谢官方大大给的每一次热门 ,"[主播中心,同城热点,快手创作者服务中心,感谢官方大大给的每一次热门,热爱快手热爱官方我要上热门]",19,情感,-124,UNKNOWN,-124,UNKNOWN
870,UNKNOWN,你在干嘛  ,[],19,情感,744,情感关系,2636,亲密关系
871,青海湖客片,#兰州摄影工作室 #兰州婚纱照哪家好 #感谢快手平台 #感谢快手官大大送上热门 #青海湖 ,"[兰州婚纱照哪家好,兰州摄影工作室,感谢快手官大大送上热门,感谢快手平台,青海湖]",26,摄影,686,主题摄影,2435,人物摄影
872,UNKNOWN,#小餐饮创业 上菜的我们,[小餐饮创业],12,美食,154,美食探店,-124,UNKNOWN
873,UNKNOWN,小老外就这样与免单失之交臂了 #不说诳语 ,[不说诳语],9,喜剧,136,喜剧段子,-124,UNKNOWN
874,伸缩蒸笼,#好物测评季 伸缩蒸笼,[好物测评季],36,房产家居,373,家居家饰,2661,厨房好物
875,摩托车飞车,#感谢快手我要上热门 #改装车 #摩托 我还是觉得玩漂移安全一点，你们说呢？,"[感谢快手我要上热门,摩托,改装车]",18,汽车,716,玩车,2508,炫技漂移
876,把回忆拼给你,今日算不算高产,[],8,颜值,673,颜值随拍,-124,UNKNOWN
877,变形金刚？ 拖拉机私改变身超长版拖车,变形金刚？拖拉机私改变身超长版拖车 ,[],28,民生资讯,223,社会事件,-124,UNKNOWN
878,UNKNOWN,#三级跳远通讯赛 方耀庆以17米13的成绩获得第一名 #田径 ,"[三级跳远通讯赛,田径]",7,运动,593,竞技体育,2385,田径
879,UNKNOWN,有点重工#织毛衣的男人 #毛衣小哥   ,"[毛衣小哥,织毛衣的男人]",15,艺术,675,传统技艺,1148,织染编绣
880,针织衫➕格子裤,进来#作品推广,[作品推广],5,时尚,737,营销售卖,-124,UNKNOWN
881,UNKNOWN,#快手创作者服务中心 #同城热点 #倠广小助手 #路过谢谢支持给颗爱心 ,"[倠广小助手,同城热点,快手创作者服务中心,路过谢谢支持给颗爱心]",34,其他,418,生活泛拍,-124,UNKNOWN
882,UNKNOWN,整个晒江就我单身。😒,[],33,自拍,-124,UNKNOWN,-124,UNKNOWN
883,UNKNOWN,丈夫瘸着腿回家，妻子看到之后的做法感人#影视片段 #每日好剧推荐 #精彩影视推荐 ,"[影视片段,每日好剧推荐,精彩影视推荐]",39,影视综,698,电视剧,-124,UNKNOWN
884,ins背景图,- ꯭世꯭界꯭的꯭温꯭柔꯭是꯭及꯭时꯭的꯭善꯭意꯭和꯭干꯭净꯭的꯭你꯭.  @柽  .(O912137053) #ins背景图 ,[ins背景图],27,高新数码,-124,UNKNOWN,-124,UNKNOWN
885,姐妹海边,看完不点赞，你就是单身汉，哼~#姐妹拍照姿势 #泳装 #海边沙滩 ,"[姐妹拍照姿势,泳装,海边沙滩]",26,摄影,686,主题摄影,2435,人物摄影
886,UNKNOWN,,[],36,房产家居,748,家居生活,2653,居家小妙招
887,爱是互相珍惜,#美女车模 #超级段子手计划 #带你去旅行 ,"[带你去旅行,美女车模,超级段子手计划]",32,短剧,-124,UNKNOWN,-124,UNKNOWN
888,UNKNOWN,#快手时尚 #主播中心 #快手创作者服务中心 #质量杠杠好从80斤穿到180 #夏日穿搭打卡 ,"[主播中心,夏日穿搭打卡,快手创作者服务中心,快手时尚,质量杠杠好从80斤穿到180]",5,时尚,737,营销售卖,2596,女装
889,个性爱心,,[],5,时尚,737,营销售卖,2595,配饰
890,UNKNOWN,#今日份可爱  #正能量 今天周六啦，祝看到这条的你们今天明天后天都开心~,"[今日份可爱,正能量]",17,宠物,233,宠物日常记录,1169,宠物狗
891,魔兽出笼了 放暑假第一天 姐姐，你能不能不起很早，妈妈想睡再睡下😢,"才放假第一天.    我就有一丢丢奔溃    弟弟睡了，好想一起睡,却拉着我跟你一起做实验，吼你了，对你过意不去，有时候我真的是有心无力、身心疲惫.... 感谢可爱的你们点的爱心跟关注.我会带来很多不一样的原创.抓拍。  #快手创作者服务中心 #作品推 #快手创作者中心 #感谢快手官大大送上热门 #快手创作者激励计划","[作品推,快手创作者中心,快手创作者服务中心,快手创作者激励计划,感谢快手官大大送上热门]",25,亲子,235,晒娃,1231,0至3岁萌宝
892,UNKNOWN,宝宝们喜欢这样类型的吗喜欢的话就多更 热门冲冲冲  @林婉柔很nice(O1085952669)  @沈狱苒(O1689425890)  @苏栝(O1928257414) ,[],24,星座命理,684,命理占卜,2432,星座
893,UNKNOWN,港警通缉罗冠聪、郑文杰等6名逃往海外乱港分子,[],23,时政资讯,224,国内时政,-124,UNKNOWN
894,UNKNOWN,他很普通 只是你的喜欢给他身上添了光.,[],8,颜值,-124,UNKNOWN,-124,UNKNOWN
895,UNKNOWN,当你重归故里，你会发现自己思念的不是故乡而是童年，愿你出走半生归来仍是少年。#快手推广扶新 #快手创作者中心 #带你去旅行,"[带你去旅行,快手创作者中心,快手推广扶新]",10,旅游,728,旅游种草,2565,境内游种草
896,UNKNOWN,雨天,[],5,时尚,736,潮流,2591,时尚街拍
897,UNKNOWN,雇佣“童工”？猫：我也不容易 #雇个童工干点活 #小奶猫 #不容易 #可爱 ,"[不容易,可爱,小奶猫,雇个童工干点活]",28,民生资讯,223,社会事件,-124,UNKNOWN
898,UNKNOWN,#快手创作者中心 #快手激励创作者计划 #好久没热门了申请官方大大给热门 #感谢快手平台感谢快手官方大大 #爱官方爱热门 …,"[好久没热门了申请官方大大给热门,快手创作者中心,快手激励创作者计划,感谢快手平台感谢快手官方大大,爱官方爱热门]",3,游戏,270,休闲益智,-124,UNKNOWN
899,UNKNOWN,丈母娘说当地习俗，男方给多少彩礼，女方都双倍回礼，结局万万没想到,[],32,短剧,-124,UNKNOWN,-124,UNKNOWN
900,你能看出来几个字,,[],15,艺术,169,书法,1155,硬笔
901,UNKNOWN,连狗子都这么快乐，不快乐的应该反思一下了，为什么连“狗”都不如了！,[],17,宠物,233,宠物日常记录,1169,宠物狗
902,老人言, #作品推广  #推广小助手  #支持快手小黄车  #短视频带货王  #感谢快手我要上热门  @推广小助手(O40300047)  @今天拍点啥(O840386039) ,"[作品推广,感谢快手我要上热门,推广小助手,支持快手小黄车,短视频带货王]",38,读书,-124,UNKNOWN,-124,UNKNOWN
903,人与动物,携手小猴子给各位龙头敬礼了。 #感谢快手我要上热门 #作品推广,"[作品推广,感谢快手我要上热门]",29,科学与法律,689,科学,2455,动植物与微生物
904,UNKNOWN,在海底捞吃饭，不看服务员小哥拉面，就是这个下场！,[],28,民生资讯,223,社会事件,1830,社会新闻
905,UNKNOWN,## #感谢官方大大给的每一次热门喜欢的宝宝双击加关注喜欢的朋友们上方加号点一点每天更新不同的视频 ## #喜欢的双击加关注评论666 ## #感谢支持 ## #感谢快手我要上热门 艾特出你想艾特的人吧！ ,"[喜欢的双击加关注评论666,感谢官方大大给的每一次热门喜欢的宝宝双击加关注喜欢的朋友们上方加号点一点每天更新不同的视频,感谢快手我要上热门,感谢支持]",19,情感,744,情感关系,2636,亲密关系
906,UNKNOWN,用石头打造的宝马车？小伙脑洞大开，还因此获得宝马公司送其一辆真车,[],28,民生资讯,223,社会事件,-124,UNKNOWN
907,都说闺蜜比自己好看，不开心,如果是你，你会选择哪一个呢？,[],8,颜值,673,颜值随拍,-124,UNKNOWN
908,直播中,,[],8,颜值,-124,UNKNOWN,-124,UNKNOWN
909,51岁的张庭让 80后和90后都看不下去,  #张庭# 51岁明星，被老公宠成宝，没有整过容，纯天然美女，为了保持身材23年不吃一粒米，美丽是需要付出代价的，这颜值还可以吗？#感谢快手我要上热门# #感谢快手官大大送上热门#  #真的羡慕到我了  #快手创作者中心 ,"[张庭,快手创作者中心,感谢快手官大大送上热门,感谢快手我要上热门,真的羡慕到我了]",6,明星娱乐,-124,UNKNOWN,-124,UNKNOWN
910,有一种爱，叫爸爸觉得你睡着了,有一种爱，叫爸爸觉得你睡着了… #家有萌宝 ,[家有萌宝],28,民生资讯,223,社会事件,1830,社会新闻
911,猪🐷，我要的是你的主动！你主动“撩”我，你主动“陪”我,#快手创作者中心  @快手情感(O40300168) 猪，我要的是你的主动，你主动撩我，你主动陪我！不要让我哭红了眼珠子，你才愿意抽时间陪我,[快手创作者中心],19,情感,744,情感关系,2636,亲密关系
912,不给👀。💕,更新～。💕,[],34,其他,-124,UNKNOWN,-124,UNKNOWN
913,活了30年才知道 鞋盒里的两个袋子是这样用,其实…鞋盒里的袋子是用来晒鞋子的，是不是感觉这30年白活了😂 #作品推广,[作品推广],11,生活,-124,UNKNOWN,-124,UNKNOWN
914,UNKNOWN,男子持刀与警方对持，最终…,[],28,民生资讯,223,社会事件,1859,法制事件
915,UNKNOWN, #感谢快手开通小黄车  #推广小助手短视频带货王  #感谢快手官大大我要上热门  #快手创作者服务中心  #感谢快手热爱官方大大给的每一次热门 ,"[快手创作者服务中心,感谢快手官大大我要上热门,感谢快手开通小黄车,感谢快手热爱官方大大给的每一次热门,推广小助手短视频带货王]",19,情感,744,情感关系,-124,UNKNOWN
916,UNKNOWN,拜拜拜拜拜拜拜我就来冒个泡,[],8,颜值,-124,UNKNOWN,-124,UNKNOWN
917,UNKNOWN,第一次去西湖，遇见被围观的白娘子！最后一个小哥的表情成了全场亮点#唯美古风 #西湖美景 #原相机 #冷白皮 ,"[冷白皮,原相机,唯美古风,西湖美景]",10,旅游,728,旅游种草,2565,境内游种草
918,UNKNOWN,高考后扎堆做近视手术 眼科专家提醒：有风险勿跟风,[],16,健康,-124,UNKNOWN,-124,UNKNOWN
919,UNKNOWN, #热门  没人知道2017年12月他们发生了什么，这终究是个谜.   #祺鑫 #祺鑫热恋一百年 ,"[热门,祺鑫,祺鑫热恋一百年]",6,明星娱乐,-124,UNKNOWN,-124,UNKNOWN
920,这就是不听医嘱的结果…… 感谢上天赐给我的礼物,#宝妈 #越努力越幸运加油 #感谢快手我要上热门 @快手创作者服务中心(O40300138)#@快手小助手(O40300112)  ， ❤️孕前医生就说宫寒平时要注意保暖、不要吃凉东西，孕中医生说 宫寒不要吃凉的，可是我没忍住、结果宝宝生下来这么多天了手上还在发青～都怪自己没坚持住……       ,"[宝妈,感谢快手我要上热门,越努力越幸运加油]",25,亲子,235,晒娃,1272,4至12岁萌娃
921,UNKNOWN, #怎么开心就怎么活  #留下美好的忆 ,"[怎么开心就怎么活,留下美好的忆]",33,自拍,-124,UNKNOWN,-124,UNKNOWN
922,UNKNOWN,#感谢快手我要上热门我不能耗尽一生 #快手创作者服务中心 #热门路过 ,"[快手创作者服务中心,感谢快手我要上热门我不能耗尽一生,热门路过]",3,游戏,271,吃鸡游戏,-124,UNKNOWN
923,UNKNOWN,快去发给男朋友我们的家庭地位要拿捏的稳稳的 #每帧都是表情包 #甜甜的恋爱 #对象 #感谢快手我要上热门 #热门 ,"[对象,感谢快手我要上热门,每帧都是表情包,热门,甜甜的恋爱]",19,情感,744,情感关系,2636,亲密关系
924,帽子很好看,挺适合我的#烟台 ,[烟台],34,其他,-124,UNKNOWN,-124,UNKNOWN
925,人间八月天,不要慌 有趣的人还很多 懂你的人也一定会出现 ​​​,[],26,摄影,686,主题摄影,2434,景物摄影
926,致敬这群最可爱的兵哥哥们,这是我第一次这么正儿八经的感受建军节，不光是因为我的男孩，还因为这段时间的所见所闻，他们真的辛苦了 #致敬英雄  #最美逆行者 #八一建军节  #抗洪救灾  #祖国万岁 ,"[八一建军节,抗洪救灾,最美逆行者,祖国万岁,致敬英雄]",11,生活,-124,UNKNOWN,-124,UNKNOWN
927,字母衫太🔥了,#感谢快手我要上热门 #感谢快手平台 #感谢官方感谢关注感谢老铁们的支持 ,"[感谢官方感谢关注感谢老铁们的支持,感谢快手平台,感谢快手我要上热门]",5,时尚,737,营销售卖,2596,女装
928,UNKNOWN,,[],9,喜剧,136,喜剧段子,-124,UNKNOWN
929,帅气,发个库存吧😊😊#家有萌宠 #快手创作者中心 #主播中心 ,"[主播中心,家有萌宠,快手创作者中心]",20,二次元,712,二次元酷图,2491,壁纸头像
930,UNKNOWN,#杨千嬅陪伴了陈奕迅23年，却无奈错过，两人成了最好的闺蜜.如今被小6岁的老公疼成小公主，祝福她 #明星娱乐圈 ,"[明星娱乐圈,杨千嬅陪伴了陈奕迅23年]",6,明星娱乐,-124,UNKNOWN,-124,UNKNOWN
931,微胖这样穿太好看了,宝们明天12点开播一定要来哦 #真心感谢进来的老铁能给我点点小红心 ,[真心感谢进来的老铁能给我点点小红心],5,时尚,737,营销售卖,2596,女装
932,UNKNOWN,,[],34,其他,418,生活泛拍,-124,UNKNOWN
933,UNKNOWN, #孝感博大君悦湾  #快手创业用商家号  #快手电商创业  #感谢快手我要上热门 ,"[孝感博大君悦湾,快手创业用商家号,快手电商创业,感谢快手我要上热门]",34,其他,418,生活泛拍,-124,UNKNOWN
934,UNKNOWN,八月快乐 暴富✌️,[],34,其他,418,生活泛拍,-124,UNKNOWN
935,UNKNOWN,早安！周末愉快！ @快影学院(O1813250452) #手机随拍原创 #作品推广 #快影教程 #用快影上热门 #快手创造者中心  ,"[作品推广,快影教程,快手创造者中心,手机随拍原创,用快影上热门]",26,摄影,686,主题摄影,2434,景物摄影
936,新郎差点把新娘拽倒,预祝新婚快乐，双击沾沾喜气，喜欢的双击666,[],5,时尚,738,婚嫁,2603,结婚现场
937,丢了你,🍀我来了～#丢了你 #舞蹈 #扭跨舞 #工作打卡 #日常 ,"[丢了你,工作打卡,扭跨舞,日常,舞蹈]",1,舞蹈,-124,UNKNOWN,-124,UNKNOWN
938,UNKNOWN,#感谢快手我要上热门 #快手创作者服务中心 #主播中心,"[主播中心,快手创作者服务中心,感谢快手我要上热门]",12,美食,155,美食吃播,-124,UNKNOWN
939,UNKNOWN,#感谢快手绿色平台送我上热门 #快手创造者服务中心 #作品推广上热门 ,"[作品推广上热门,快手创造者服务中心,感谢快手绿色平台送我上热门]",25,亲子,214,育儿,1887,亲子周边
940,无美颜天天热门，官方大大昨天发了工资，没想到这么多，真是太惊喜了,最近连着几天赚的米，一天比一天多，昨天收益112💰、今天收益117💰真的太惊喜了，连我自己都不敢相信快手上能挣这么多，以后我自己买衣服化妆品，全都解决了，再也不用问老公要，快手真的太好了，姐妹们让我们一起加油吧💪,[],34,其他,418,生活泛拍,-124,UNKNOWN
941,UNKNOWN,#感谢快手我要上热门 #作品推广 #快手创作者激励计划 #快手创作者服务中心 #主播中心 @快手时尚(O40300089) @推广小助手(O40300047) #智能推广,"[主播中心,作品推广,快手创作者服务中心,快手创作者激励计划,感谢快手我要上热门,智能推广]",11,生活,-124,UNKNOWN,-124,UNKNOWN
942,UNKNOWN,...,[],1,舞蹈,723,舞蹈日常,-124,UNKNOWN
943,UNKNOWN,,[],19,情感,-124,UNKNOWN,-124,UNKNOWN
944,UNKNOWN,早# ,[],33,自拍,-124,UNKNOWN,-124,UNKNOWN
945,UNKNOWN,#雨天 #扶老奶奶 #结果 竟和#民警 一起… ,"[扶老奶奶,民警,结果,雨天]",28,民生资讯,223,社会事件,1838,暖新闻
946,神鸡送财！ 财运两旺！,神鸡送福，财运两旺！ @快手作者助手(O40300118) @推广小助手(O40300047) @今天拍点啥(O840386039) #十二生肖 #文字语录 #财运 #十二生肖系列 #接福接财接好运 ,"[十二生肖,十二生肖系列,接福接财接好运,文字语录,财运]",24,星座命理,684,命理占卜,2518,生肖
947,UNKNOWN,爱你哦，消哥哥。,[],11,生活,-124,UNKNOWN,-124,UNKNOWN
948,UNKNOWN,#你好旧时光 #感谢官方大大给的每一次热门 ,"[你好旧时光,感谢官方大大给的每一次热门]",8,颜值,-124,UNKNOWN,-124,UNKNOWN
949,容嬷嬷紫薇五阿哥齐聚一堂,昔日的还珠齐聚经典重现，#李明启 扮演的容嬷嬷让人痛恨现实中却是和蔼可亲，并资助了上百名贫困大学生，捐建多所养老院，这样的演员值得大家喜欢❤#明星 ,"[明星,李明启]",6,明星娱乐,667,娱乐八卦,-124,UNKNOWN
950,UNKNOWN,#用快影上热门 #主播中心 #快手创作者中心 #同城热点 #情感 ,"[主播中心,同城热点,快手创作者中心,情感,用快影上热门]",11,生活,-124,UNKNOWN,-124,UNKNOWN
951,母爱伟大,女子倒车撞倒母子，母亲保护孩子的动作也救了自己#母爱伟大 ,[母爱伟大],28,民生资讯,223,社会事件,2446,灾害事故
952,跳 ,,[],15,艺术,-124,UNKNOWN,-124,UNKNOWN
953,UNKNOWN,,[],33,自拍,-124,UNKNOWN,-124,UNKNOWN
954,UNKNOWN,看看菠萝怎么收#菠萝 ,[菠萝],13,三农,733,农业与农民,2615,种植业
955,UNKNOWN,你最近过的还好嘛.,[],33,自拍,-124,UNKNOWN,-124,UNKNOWN
956,UNKNOWN,,[],19,情感,-124,UNKNOWN,-124,UNKNOWN
957,jk,欧尼酱 #热门 #jk格裙 #jk日常 #jk制服  #上衣：🍑安雅丝,"[jk制服,jk日常,jk格裙,上衣,热门]",5,时尚,736,潮流,-124,UNKNOWN
958,UNKNOWN,该换风格了,[],33,自拍,-124,UNKNOWN,-124,UNKNOWN
959,捏捏球.,老曹的新玩具🤨,[],11,生活,-124,UNKNOWN,-124,UNKNOWN
960,UNKNOWN,#滑板 是有原因的,[滑板],7,运动,130,极限运动,2394,街头极限
961,UNKNOWN,29颗磁力珠塞入尿道，男子强忍十多天！医生：一定要及时就医,[],28,民生资讯,223,社会事件,1830,社会新闻
962,开心一刻,#主播中心 #快手创作者服务中心 #同城热点 #搞笑 #用快影上热门  @今天拍点啥(O840386039)  @快手创作者服务中心(O40300138)  @推广小助手(O40300047),"[主播中心,同城热点,快手创作者服务中心,搞笑,用快影上热门]",9,喜剧,136,喜剧段子,-124,UNKNOWN
963,UNKNOWN, #多功能五谷杂粮膨化机生产厂家  多功能五谷杂粮膨化机 ,[多功能五谷杂粮膨化机生产厂家],13,三农,733,农业与农民,2615,种植业
964,劲感节奏摇🔥,库存来一个！ #用舞蹈表达爱  #用快影上热门  @快手创作者服务中心(O40300138) @推广小助手(O40300047)   #主播中心  #热爱快手热爱官方我要上热门  #快手创作者服务中心 ,"[主播中心,快手创作者服务中心,热爱快手热爱官方我要上热门,用快影上热门,用舞蹈表达爱]",1,舞蹈,-124,UNKNOWN,-124,UNKNOWN
965,今天直播不上了 卖205房子去了,已售请家人们关注其他房源,[],36,房产家居,201,房产,-124,UNKNOWN
966,UNKNOWN,且利落结束所有不值得的关系，有些事过去了就过去了，重要的是自己要快乐，不乱于心不困于情，不畏将来不念过往如此便好，,[],33,自拍,-124,UNKNOWN,-124,UNKNOWN
967,UNKNOWN,不要吗？好的,[],8,颜值,672,摆拍卡点,-124,UNKNOWN
968,UNKNOWN,先发疯、,[],19,情感,744,情感关系,-124,UNKNOWN
969,UNKNOWN,16岁跟着厂长麦纸尿裤，卫生巾，今年都27岁了，还是单身🐶，转再多钱都感觉生活缺点东,[],12,美食,292,美食日常,1461,美食分享
970,爱在细节./,吵架很让着你的男生要好好珍惜. 搭档@-洋叔a(O378485686) ,[],19,情感,744,情感关系,2636,亲密关系
971,UNKNOWN,,[],2,音乐,-124,UNKNOWN,-124,UNKNOWN
972,UNKNOWN,加个关注，正在直播,[],11,生活,147,休闲娱乐,2478,古玩收藏
973,推荐高清微丧女生头像,#女生头像 #爱官方爱热门   离开你我才发现自己 那爱笑的眼睛,"[女生头像,爱官方爱热门]",33,自拍,-124,UNKNOWN,-124,UNKNOWN
974,UNKNOWN,#今日份的自拍 #记录生活 #健身 #变瘦变美变好看 #感恩快手我要上热门 @快手正能量(O40300005) @神秘人(O725134) @今天拍点啥(O840386039) ,"[今日份的自拍,健身,变瘦变美变好看,感恩快手我要上热门,记录生活]",31,健身,-124,UNKNOWN,-124,UNKNOWN
975,UNKNOWN,结婚当天，为什么新娘对父亲母亲的态度却截然不同，得知真相后纷纷夸新娘懂事。,[],32,短剧,-124,UNKNOWN,-124,UNKNOWN
976,颜值高的女孩子进电子厂，都被歪瓜裂枣的组长追了，关键是在部门里安排的岗位都轻松,#工厂小姐姐日常 #工厂妹感谢进来的所有人 ,"[工厂妹感谢进来的所有人,工厂小姐姐日常]",34,其他,-124,UNKNOWN,-124,UNKNOWN
977,UNKNOWN,送给腰不好的朋友，每天睡前做完之后一个“爽” #瑜伽 ,[瑜伽],31,健身,691,健身训练,1051,健身塑形
978,UNKNOWN,#情感搞笑段子 #这次尴尬了，小姨子也不知道矜持一下 @魔术千年神手破1000万(O2032257816),"[情感搞笑段子,这次尴尬了]",32,短剧,-124,UNKNOWN,-124,UNKNOWN
979,不接单了,,[],13,三农,733,农业与农民,2616,养殖业
980,UNKNOWN,,[],2,音乐,724,音乐点评分享,2550,音乐剪辑和MV
981,有缘再见 火烧云,志同道合的人才会喜欢同一片风景#感谢快手官大大送上热门 #快手创作者服务中心 #直播中心 #别限流 #作品推广 ,"[作品推广,别限流,快手创作者服务中心,感谢快手官大大送上热门,直播中心]",34,其他,418,生活泛拍,-124,UNKNOWN
982,UNKNOWN, #迷你世界新版本 #迷你世界 ,"[迷你世界,迷你世界新版本]",3,游戏,-124,UNKNOWN,-124,UNKNOWN
983,出门游玩安全第一,出门游玩安全第一！女孩庆祝高考顺利，与父母景区漂流，缺遇“吃人”漩涡，眼睁睁看着母亲溺亡,[],28,民生资讯,223,社会事件,-124,UNKNOWN
984,UNKNOWN,老铁们早安。,[],34,其他,-124,UNKNOWN,-124,UNKNOWN
985,UNKNOWN,早～ #感谢快手我要上热门 #单身小姐姐 ,"[单身小姐姐,感谢快手我要上热门]",1,舞蹈,723,舞蹈日常,-124,UNKNOWN
986,UNKNOWN,胖子你别吃啦😂😂😂,[],17,宠物,233,宠物日常记录,1169,宠物狗
987,丝瓜最火做法,#快手九周年 #快手创作者服务中心 #快手夜市 #快手激励创作者计划 #作品推广 ,"[作品推广,快手九周年,快手创作者服务中心,快手夜市,快手激励创作者计划]",12,美食,153,美食教程,1460,菜肴
988,真人真事,#今天拍点啥 #真人真事 #创造营2020 #快手创作者服务中心 #感谢快手平台传播正能量,"[今天拍点啥,创造营2020,快手创作者服务中心,感谢快手平台传播正能量,真人真事]",19,情感,744,情感关系,2637,家庭关系
989,真人真事,#快手创作者激励计划 #文字控 #真人真事 #热门 #正能量,"[快手创作者激励计划,文字控,正能量,热门,真人真事]",19,情感,-124,UNKNOWN,-124,UNKNOWN
990,UNKNOWN,一起爬山吗,[],34,其他,-124,UNKNOWN,-124,UNKNOWN
991,UNKNOWN,女子遭野猪攻击爬上树惊恐万分，队友边笑边用手机拍,[],29,科学与法律,689,科学,2455,动植物与微生物
992,罗马假日两件套,#感谢快手我要上热门 #盲搭挑战 #作品推广 #服饰宠粉节 #快手创业用商家号 @推广小助手(O40300047) 有大码 有大码的哈哈  重量级别也可以穿,"[作品推广,快手创业用商家号,感谢快手我要上热门,服饰宠粉节,盲搭挑战]",5,时尚,737,营销售卖,2596,女装
993,UNKNOWN,老大  是 #感谢快手官大大送上热门 #星武创新俱乐部 #搏击 #武林风小雷公 #为格斗搏击 @中国搏击运动员-方便(O803236763) @中国搏击运动员-方便(O803236763) ,"[为格斗搏击,感谢快手官大大送上热门,搏击,星武创新俱乐部,武林风小雷公]",7,运动,128,搏击运动,1348,格斗
994,UNKNOWN,,[],5,时尚,737,营销售卖,-124,UNKNOWN
995,UNKNOWN,,[],34,其他,-124,UNKNOWN,-124,UNKNOWN
996,UNKNOWN,一个洗澡就哇哇大哭的小朋友，今天终于不闹了🌚#30周早产儿 #早产宝宝成长日记 ,"[30周早产儿,早产宝宝成长日记]",25,亲子,235,晒娃,1231,0至3岁萌宝
997,UNKNOWN,做一件事，尝到甜头后，就会越有动力。,[],19,情感,745,情绪分享,2641,积极励志
998,UNKNOWN,#水坝泄洪村民逆流而上捞鱼 网友：武林高手御剑飞行,[水坝泄洪村民逆流而上捞鱼],28,民生资讯,223,社会事件,-124,UNKNOWN
999,UNKNOWN,#热门健康养生知识 #预防大于治疗 #运动需要每天坚持 #推广小助手  #感谢神秘人助我上热门,"[感谢神秘人助我上热门,推广小助手,热门健康养生知识,运动需要每天坚持,预防大于治疗]",16,健康,232,保健养生,-124,UNKNOWN
1000,UNKNOWN,#惊鸿一瞥花仙羽 ,[惊鸿一瞥花仙羽],8,颜值,-124,UNKNOWN,-124,UNKNOWN
1001,UNKNOWN,以后的第二杯半价，我一个人喝两杯。 #夏侯惇 #无限飓风号 #王者行为艺术 ,"[夏侯惇,无限飓风号,王者行为艺术]",3,游戏,272,多人在线战术竞技游戏（MOBA）,-124,UNKNOWN
1002,UNKNOWN,奶奶说：没有谁配不上谁，两块一包的盐，可以配上万的一桌的菜，但上万的菜，没有盐，也是淡然无味”  #快手创作者服务中心 ,[快手创作者服务中心],26,摄影,686,主题摄影,2434,景物摄影
1003,新乡工贸,和老公来领毕业证@小毅老公🤴(O140815103) ,[],8,颜值,-124,UNKNOWN,-124,UNKNOWN
1004,UNKNOWN,久别胜新婚，时间短没问题的 #感谢快手我要上热门 ,[感谢快手我要上热门],19,情感,744,情感关系,2636,亲密关系
1005,女朋友陪妈去买菜！,女友来我家吃饭，正好没事陪妈去买菜！ #超级段子手计划 #快手剧星计划 #快手创作者服务中心 #阿源的故事 ,"[快手创作者服务中心,快手剧星计划,超级段子手计划,阿源的故事]",32,短剧,707,家庭短剧,-124,UNKNOWN
1006,北方人的最爱,,[],13,三农,733,农业与农民,2615,种植业
1007,原相机,配合的挺好,[],8,颜值,-124,UNKNOWN,-124,UNKNOWN
